==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
Starting ACGAN training ...
Epoch [1/90], Step [196/196], D_loss: -0.0945, G_loss: 2.0564, acc: 43.7500
Epoch [14/90], Step [196/196], D_loss: -0.7370, G_loss: 2.4676, acc: 83.7500
Epoch [15/90], Step [196/196], D_loss: -0.7921, G_loss: 1.7519, acc: 72.5000
Epoch [16/90], Step [196/196], D_loss: -0.6020, G_loss: 2.4317, acc: 75.0000
Epoch [17/90], Step [196/196], D_loss: -0.7339, G_loss: 1.4996, acc: 78.7500
Epoch [18/90], Step [196/196], D_loss: -1.0207, G_loss: 1.9570, acc: 86.2500
Epoch [19/90], Step [196/196], D_loss: -0.6356, G_loss: 1.0385, acc: 77.5000
Epoch [20/90], Step [196/196], D_loss: -0.6075, G_loss: 0.9614, acc: 77.5000
Epoch [21/90], Step [196/196], D_loss: -0.6853, G_loss: 0.2167, acc: 83.7500
Epoch [22/90], Step [196/196], D_loss: -0.8982, G_loss: 2.1225, acc: 88.7500
Epoch [23/90], Step [196/196], D_loss: -1.0244, G_loss: 2.5105, acc: 86.2500
Epoch [24/90], Step [196/196], D_loss: -0.7652, G_loss: 2.0099, acc: 88.7500
Epoch [25/90], Step [196/196], D_loss: -1.1241, G_loss: 1.3553, acc: 87.5000
Epoch [26/90], Step [196/196], D_loss: -1.1208, G_loss: 2.3075, acc: 88.7500
Epoch [27/90], Step [196/196], D_loss: -0.9514, G_loss: 2.8669, acc: 91.2500
Epoch [28/90], Step [196/196], D_loss: -1.1574, G_loss: 3.8162, acc: 95.0000
Epoch [29/90], Step [196/196], D_loss: -1.1324, G_loss: 2.2661, acc: 88.7500
Epoch [30/90], Step [196/196], D_loss: -0.8629, G_loss: 1.1944, acc: 88.7500
Epoch [31/90], Step [196/196], D_loss: -0.0009, G_loss: 1.9323, acc: 91.2500
Epoch [32/90], Step [196/196], D_loss: -0.9715, G_loss: 2.6155, acc: 90.0000
Epoch [33/90], Step [196/196], D_loss: 0.6622, G_loss: 1.4323, acc: 90.0000
Epoch [34/90], Step [196/196], D_loss: -0.7619, G_loss: 2.5219, acc: 87.5000
Epoch [35/90], Step [196/196], D_loss: -1.1621, G_loss: 1.0834, acc: 90.0000
Epoch [36/90], Step [196/196], D_loss: -1.3663, G_loss: 2.1486, acc: 95.0000
Epoch [37/90], Step [196/196], D_loss: -0.7736, G_loss: 2.6858, acc: 92.5000
Epoch [38/90], Step [196/196], D_loss: -1.2301, G_loss: 2.6798, acc: 95.0000
Epoch [39/90], Step [196/196], D_loss: -0.5787, G_loss: 1.0593, acc: 88.7500
Epoch [40/90], Step [196/196], D_loss: -0.0672, G_loss: 0.1479, acc: 93.7500
Epoch [41/90], Step [196/196], D_loss: -1.2775, G_loss: 2.5286, acc: 93.7500
Epoch [42/90], Step [196/196], D_loss: -0.9960, G_loss: 2.8709, acc: 96.2500
Epoch [43/90], Step [196/196], D_loss: -1.2141, G_loss: 1.6058, acc: 92.5000
Epoch [44/90], Step [196/196], D_loss: 0.1525, G_loss: 5.7926, acc: 91.2500
Epoch [45/90], Step [196/196], D_loss: -0.1998, G_loss: 0.0847, acc: 97.5000
Epoch [46/90], Step [196/196], D_loss: -0.3785, G_loss: 0.0830, acc: 93.7500
Epoch [47/90], Step [196/196], D_loss: -1.2688, G_loss: 2.1250, acc: 91.2500
Epoch [48/90], Step [196/196], D_loss: -0.4951, G_loss: 1.6968, acc: 95.0000
Epoch [49/90], Step [196/196], D_loss: -0.3454, G_loss: 0.6561, acc: 96.2500
Epoch [50/90], Step [196/196], D_loss: -1.1012, G_loss: 2.3779, acc: 87.5000
Epoch [51/90], Step [196/196], D_loss: -1.2205, G_loss: 2.7553, acc: 93.7500
Epoch [52/90], Step [196/196], D_loss: -1.2620, G_loss: 0.9326, acc: 97.5000
Epoch [53/90], Step [196/196], D_loss: -0.9786, G_loss: 0.8156, acc: 92.5000
Epoch [54/90], Step [196/196], D_loss: -1.2469, G_loss: 0.8756, acc: 96.2500
Epoch [55/90], Step [196/196], D_loss: -1.2710, G_loss: 1.6571, acc: 92.5000
Epoch [56/90], Step [196/196], D_loss: -1.1974, G_loss: 2.1078, acc: 93.7500
Epoch [57/90], Step [196/196], D_loss: -1.1732, G_loss: 2.4896, acc: 93.7500
Epoch [58/90], Step [196/196], D_loss: -1.3251, G_loss: 2.1298, acc: 96.2500
Epoch [59/90], Step [196/196], D_loss: -1.0933, G_loss: 1.1372, acc: 93.7500
Epoch [60/90], Step [196/196], D_loss: -1.1878, G_loss: 1.4252, acc: 98.7500
Epoch [61/90], Step [196/196], D_loss: -1.1946, G_loss: 1.3556, acc: 97.5000
Epoch [62/90], Step [196/196], D_loss: -1.1974, G_loss: 2.7159, acc: 95.0000
Epoch [63/90], Step [196/196], D_loss: -1.2577, G_loss: 2.0313, acc: 93.7500
Epoch [64/90], Step [196/196], D_loss: -1.3604, G_loss: 1.9348, acc: 97.5000
Epoch [65/90], Step [196/196], D_loss: 0.5367, G_loss: 0.1054, acc: 95.0000
Epoch [66/90], Step [196/196], D_loss: -1.3313, G_loss: 2.5814, acc: 93.7500
Epoch [67/90], Step [196/196], D_loss: -1.1626, G_loss: 0.3611, acc: 95.0000
Epoch [68/90], Step [196/196], D_loss: -0.3322, G_loss: 0.9315, acc: 97.5000
Epoch [69/90], Step [196/196], D_loss: -1.0905, G_loss: 1.1551, acc: 96.2500
Epoch [70/90], Step [196/196], D_loss: -1.4373, G_loss: 2.9361, acc: 98.7500
Epoch [71/90], Step [196/196], D_loss: -1.3234, G_loss: 2.6611, acc: 98.7500
Epoch [72/90], Step [196/196], D_loss: -1.1128, G_loss: 2.1349, acc: 96.2500
Epoch [73/90], Step [196/196], D_loss: -1.3164, G_loss: 2.3437, acc: 96.2500
Epoch [74/90], Step [196/196], D_loss: -0.2850, G_loss: 0.1369, acc: 95.0000
Epoch [75/90], Step [196/196], D_loss: -0.1169, G_loss: 0.0253, acc: 96.2500
Epoch [76/90], Step [196/196], D_loss: -1.4536, G_loss: 2.5659, acc: 100.0000
Epoch [77/90], Step [196/196], D_loss: -1.3439, G_loss: 2.2858, acc: 95.0000
Epoch [78/90], Step [196/196], D_loss: -0.9807, G_loss: 1.2290, acc: 96.2500
Epoch [79/90], Step [196/196], D_loss: -1.4304, G_loss: 2.3961, acc: 100.0000
Epoch [80/90], Step [196/196], D_loss: -1.3760, G_loss: 2.6679, acc: 97.5000
Epoch [81/90], Step [196/196], D_loss: -1.2282, G_loss: 2.7889, acc: 96.2500
Epoch [82/90], Step [196/196], D_loss: -1.5159, G_loss: 2.6889, acc: 100.0000
Epoch [83/90], Step [196/196], D_loss: -1.2511, G_loss: 2.7576, acc: 98.7500
Epoch [84/90], Step [196/196], D_loss: -0.9613, G_loss: 0.4001, acc: 93.7500
Epoch [85/90], Step [196/196], D_loss: -1.2937, G_loss: 2.3024, acc: 95.0000
Epoch [86/90], Step [196/196], D_loss: -1.3339, G_loss: 0.9538, acc: 96.2500
Epoch [87/90], Step [196/196], D_loss: -1.3659, G_loss: 1.7650, acc: 96.2500
Epoch [88/90], Step [196/196], D_loss: -1.4316, G_loss: 2.2436, acc: 97.5000
Epoch [89/90], Step [196/196], D_loss: -0.7899, G_loss: 0.2616, acc: 92.5000
Epoch [90/90], Step [196/196], D_loss: -0.7638, G_loss: 0.1766, acc: 98.7500
Models saved to models/cifar_acgan2
{'threshold': 9.542831516265869, 'natural_accuracy': 0.9480000000000007, 'adversarial_accuracy': 0.0, 'adversarial_detection_accuracy': np.float64(9.8), 'pAUC': np.float64(0.023794000000000006)}
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
Starting ACGAN training ...
Epoch [1/90], Step [196/196], D_loss: -0.5987, G_loss: 0.9723, acc: 56.2500
Epoch [2/90], Step [196/196], D_loss: -0.3395, G_loss: 0.6423, acc: 52.5000
Epoch [3/90], Step [196/196], D_loss: -0.1578, G_loss: -0.1854, acc: 46.2500
Epoch [4/90], Step [196/196], D_loss: 0.6390, G_loss: -0.8720, acc: 68.7500
Epoch [5/90], Step [196/196], D_loss: 0.2757, G_loss: -0.2603, acc: 51.2500
Epoch [6/90], Step [196/196], D_loss: -0.3736, G_loss: -0.1168, acc: 65.0000
Epoch [7/90], Step [196/196], D_loss: -0.1052, G_loss: -0.4369, acc: 56.2500
Epoch [8/90], Step [196/196], D_loss: -0.6837, G_loss: -0.9328, acc: 75.0000
Epoch [9/90], Step [196/196], D_loss: -0.6701, G_loss: -0.1585, acc: 67.5000
Epoch [10/90], Step [196/196], D_loss: -0.3587, G_loss: -0.3461, acc: 75.0000
Epoch [11/90], Step [196/196], D_loss: -0.8543, G_loss: 0.4766, acc: 78.7500
Epoch [12/90], Step [196/196], D_loss: -0.2599, G_loss: -0.4114, acc: 73.7500
Epoch [13/90], Step [196/196], D_loss: -0.7961, G_loss: 0.0397, acc: 78.7500
Epoch [14/90], Step [196/196], D_loss: -0.9725, G_loss: 0.1130, acc: 77.5000
Epoch [15/90], Step [196/196], D_loss: -1.0298, G_loss: -0.1043, acc: 81.2500
Epoch [16/90], Step [196/196], D_loss: -0.7967, G_loss: 0.5634, acc: 81.2500
Epoch [17/90], Step [196/196], D_loss: -0.7580, G_loss: 0.1207, acc: 78.7500
Epoch [18/90], Step [196/196], D_loss: -1.1391, G_loss: 0.2933, acc: 85.0000
Epoch [19/90], Step [196/196], D_loss: -0.9207, G_loss: 0.4920, acc: 76.2500
Epoch [20/90], Step [196/196], D_loss: -0.7873, G_loss: 0.0759, acc: 82.5000
Epoch [21/90], Step [196/196], D_loss: -0.4651, G_loss: -0.4391, acc: 82.5000
Epoch [22/90], Step [196/196], D_loss: -0.8276, G_loss: -1.3112, acc: 82.5000
Epoch [23/90], Step [196/196], D_loss: -0.8846, G_loss: -0.4798, acc: 83.7500
Epoch [24/90], Step [196/196], D_loss: -1.0806, G_loss: -0.1216, acc: 86.2500
Epoch [25/90], Step [196/196], D_loss: -0.9472, G_loss: -0.5313, acc: 82.5000
Epoch [26/90], Step [196/196], D_loss: -1.1070, G_loss: -0.3162, acc: 83.7500
Epoch [27/90], Step [196/196], D_loss: -0.4972, G_loss: -1.1321, acc: 88.7500
Epoch [28/90], Step [196/196], D_loss: -0.9392, G_loss: 0.2706, acc: 90.0000
Epoch [29/90], Step [196/196], D_loss: 0.1596, G_loss: -0.4084, acc: 87.5000
Epoch [30/90], Step [196/196], D_loss: -0.3630, G_loss: -1.3752, acc: 85.0000
Epoch [31/90], Step [196/196], D_loss: -1.3122, G_loss: 0.3926, acc: 93.7500
Epoch [32/90], Step [196/196], D_loss: -0.9940, G_loss: 0.2657, acc: 86.2500
Epoch [33/90], Step [196/196], D_loss: -0.8858, G_loss: 0.7130, acc: 90.0000
Epoch [34/90], Step [196/196], D_loss: -1.3841, G_loss: 0.0276, acc: 95.0000
Epoch [35/90], Step [196/196], D_loss: -1.0840, G_loss: 0.4623, acc: 82.5000
Epoch [36/90], Step [196/196], D_loss: -1.1285, G_loss: 0.2288, acc: 91.2500
Epoch [37/90], Step [196/196], D_loss: -0.7680, G_loss: -0.1011, acc: 87.5000
Epoch [38/90], Step [196/196], D_loss: -1.0480, G_loss: 0.2960, acc: 87.5000
Epoch [39/90], Step [196/196], D_loss: -0.6370, G_loss: -0.9864, acc: 80.0000
Epoch [40/90], Step [196/196], D_loss: -0.9640, G_loss: 0.0660, acc: 92.5000
Epoch [41/90], Step [196/196], D_loss: -1.3178, G_loss: 0.9499, acc: 87.5000
Epoch [42/90], Step [196/196], D_loss: 0.1717, G_loss: -1.0783, acc: 85.0000
Epoch [43/90], Step [196/196], D_loss: 0.0491, G_loss: -1.1652, acc: 93.7500
Epoch [44/90], Step [196/196], D_loss: -1.2437, G_loss: -0.9814, acc: 90.0000
Epoch [45/90], Step [196/196], D_loss: -0.5751, G_loss: -1.2877, acc: 90.0000
Epoch [46/90], Step [196/196], D_loss: -1.0468, G_loss: -1.1479, acc: 90.0000
Epoch [47/90], Step [196/196], D_loss: -0.7323, G_loss: -0.9354, acc: 95.0000
Epoch [48/90], Step [196/196], D_loss: 0.1645, G_loss: -1.3720, acc: 90.0000
Epoch [49/90], Step [196/196], D_loss: -1.0788, G_loss: -0.9915, acc: 96.2500
Epoch [50/90], Step [196/196], D_loss: -1.2466, G_loss: -0.1536, acc: 95.0000
Epoch [51/90], Step [196/196], D_loss: -0.5997, G_loss: -0.6880, acc: 95.0000
Epoch [52/90], Step [196/196], D_loss: -1.0170, G_loss: 1.5178, acc: 87.5000
Epoch [53/90], Step [196/196], D_loss: -1.1745, G_loss: -0.0428, acc: 93.7500
Epoch [54/90], Step [196/196], D_loss: -1.2843, G_loss: -0.0367, acc: 96.2500
Epoch [55/90], Step [196/196], D_loss: 0.3159, G_loss: -1.2305, acc: 92.5000
Epoch [56/90], Step [196/196], D_loss: -0.8850, G_loss: -0.7962, acc: 93.7500
Epoch [57/90], Step [196/196], D_loss: -1.4977, G_loss: 0.5961, acc: 91.2500
Epoch [58/90], Step [196/196], D_loss: -1.5384, G_loss: -0.0221, acc: 96.2500
Epoch [59/90], Step [196/196], D_loss: -1.3982, G_loss: 1.0607, acc: 95.0000
Epoch [60/90], Step [196/196], D_loss: -1.1164, G_loss: -0.3095, acc: 93.7500
Epoch [61/90], Step [196/196], D_loss: -1.4429, G_loss: 0.9812, acc: 98.7500
Epoch [62/90], Step [196/196], D_loss: -1.3085, G_loss: -0.4744, acc: 92.5000
Epoch [63/90], Step [196/196], D_loss: -1.5575, G_loss: 0.8959, acc: 97.5000
Epoch [64/90], Step [196/196], D_loss: -1.4633, G_loss: 2.5522, acc: 98.7500
Epoch [65/90], Step [196/196], D_loss: -0.8195, G_loss: 1.0801, acc: 98.7500
Epoch [66/90], Step [196/196], D_loss: -1.4901, G_loss: -0.0272, acc: 92.5000
Epoch [67/90], Step [196/196], D_loss: -1.4066, G_loss: 2.7718, acc: 98.7500
Epoch [68/90], Step [196/196], D_loss: 0.2222, G_loss: -0.1751, acc: 93.7500
Epoch [69/90], Step [196/196], D_loss: -1.4054, G_loss: -0.0480, acc: 96.2500
Epoch [70/90], Step [196/196], D_loss: -1.5292, G_loss: 1.8541, acc: 98.7500
Epoch [71/90], Step [196/196], D_loss: -0.4915, G_loss: -0.8871, acc: 93.7500
Epoch [72/90], Step [196/196], D_loss: -1.1617, G_loss: 0.7522, acc: 97.5000
Epoch [73/90], Step [196/196], D_loss: -1.4078, G_loss: 0.5178, acc: 93.7500
Epoch [74/90], Step [196/196], D_loss: 0.4365, G_loss: -0.8431, acc: 93.7500
Epoch [75/90], Step [196/196], D_loss: -0.7053, G_loss: -0.7903, acc: 98.7500
Epoch [76/90], Step [196/196], D_loss: -0.6719, G_loss: -0.0915, acc: 96.2500
Epoch [77/90], Step [196/196], D_loss: -1.5468, G_loss: 1.4060, acc: 96.2500
Epoch [78/90], Step [196/196], D_loss: 1.1085, G_loss: 0.0234, acc: 96.2500
Epoch [79/90], Step [196/196], D_loss: -1.1118, G_loss: -0.1724, acc: 100.0000
Epoch [80/90], Step [196/196], D_loss: -1.1716, G_loss: 2.9944, acc: 92.5000
Epoch [81/90], Step [196/196], D_loss: 0.5422, G_loss: -1.5255, acc: 98.7500
Epoch [82/90], Step [196/196], D_loss: 0.0489, G_loss: -1.2610, acc: 97.5000
Epoch [83/90], Step [196/196], D_loss: -1.3910, G_loss: 0.7269, acc: 91.2500
Epoch [84/90], Step [196/196], D_loss: -0.5628, G_loss: -1.1118, acc: 97.5000
Epoch [85/90], Step [196/196], D_loss: -1.1037, G_loss: 1.2965, acc: 97.5000
Epoch [86/90], Step [196/196], D_loss: -1.4508, G_loss: 0.9193, acc: 93.7500
Epoch [87/90], Step [196/196], D_loss: -1.2835, G_loss: 2.1860, acc: 92.5000
Epoch [88/90], Step [196/196], D_loss: 0.1130, G_loss: -0.5530, acc: 97.5000
Epoch [89/90], Step [196/196], D_loss: -0.7958, G_loss: -1.2065, acc: 95.0000
Epoch [90/90], Step [196/196], D_loss: -1.2111, G_loss: -0.4518, acc: 97.5000
Models saved to models/cifar_acgan2
{'threshold': 12.403485965728759, 'natural_accuracy': 0.9580000000000007, 'adversarial_accuracy': 0.0, 'adversarial_detection_accuracy': np.float64(9.8), 'pAUC': np.float64(0.021506)}
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
Starting ACGAN training ...
Epoch [1/90], Step [196/196], D_loss: -0.4346, G_loss: 1.6151, acc: 53.7500
Epoch [2/90], Step [196/196], D_loss: 0.4305, G_loss: 1.2454, acc: 51.2500
Epoch [3/90], Step [196/196], D_loss: -0.4988, G_loss: 2.4268, acc: 55.0000
Epoch [4/90], Step [196/196], D_loss: -0.0518, G_loss: 2.3322, acc: 46.2500
Epoch [5/90], Step [196/196], D_loss: 0.5957, G_loss: 0.3846, acc: 56.2500
Epoch [6/90], Step [196/196], D_loss: -0.3089, G_loss: 1.9920, acc: 55.0000
Epoch [7/90], Step [196/196], D_loss: -0.5234, G_loss: 1.8576, acc: 63.7500
Epoch [8/90], Step [196/196], D_loss: 0.9744, G_loss: 1.5753, acc: 75.0000
Epoch [9/90], Step [196/196], D_loss: -0.7175, G_loss: 2.9292, acc: 66.2500
Epoch [10/90], Step [196/196], D_loss: -0.7229, G_loss: 1.9428, acc: 77.5000
